,rank,Youtuber,subscribers,video views,Title,uploads,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings
481,482,SonyMusicSouthVEVO,18000000,17921124985.0,SonyMusicSouthVEVO,5692,64400.0,1000000.0,772800.0,12400000.0
482,483,TheGrefg,18000000,6404852037.0,TheGrefg,3566,11000.0,175300.0,131500.0,2100000.0
483,484,BeatboxJCOP,18000000,8716982055.0,BeatboxJCOP,748,343800.0,5500000.0,4100000.0,66000000.0
484,485,David Dobrik,17900000,7176572299.0,David Dobrik,536,2200.0,34600.0,26000.0,415200.0
485,486,KatieAngel,17900000,3841205465.0,KatieAngel,982,12900.0,206700.0,155100.0,2500000.0
486,487,RobleisIUTU,17900000,5168721499.0,RobleisIUTU,1344,6900.0,110200.0,82600.0,1300000.0
487,488,Lele Pons,17900000,5244917119.0,Lele Pons,185,4600.0,74200.0,55600.0,890300.0
488,489,Demi Lovato,17900000,6888074944.0,Demi Lovato,314,7300.0,116700.0,87500.0,1400000.0
489,490,Like Nastya VNM,17900000,9867515979.0,Like Nastya VNM,602,21100.0,337900.0,253400.0,4100000.0
490,491,Jason Derulo,17900000,9887116267.0,Jason Derulo,830,112000.0,1800000.0,1300000.0,21500000.0
491,492,MGC Playhouse,17900000,16174530046.0,MGC Playhouse,1426,25700.0,410500.0,307900.0,4900000.0
492,493,Zuni and Family,17900000,6746269458.0,zuni and family,2,0.0,0.02,0.01,0.19
493,494,Priyal Kukreja,17800000,11057945183.0,Priyal Kukreja,772,107800.0,1700000.0,1300000.0,20700000.0
494,495,MSA previously My Story Animated,17800000,8588704539.0,MSA Previously My Story Animated,26,5.0,83.0,62.0,994.0
495,496,ýýýýýýýýý KIMPRO,17700000,19206701832.0,ýýýýýýýýý KIMPRO,1646,850900.0,13600000.0,10200000.0,163400000.0
496,497,Jane ASMR ï¿½ï¿½,17700000,7387621644.0,Jane ASMR ï¿½ï¿½,1888,0.0,0.0,0.0,0.0
497,498,ArianaGrandeVevo,17700000,20115544708.0,ArianaGrandeVevo,178,24400.0,389700.0,292300.0,4700000.0
498,499,jaanvi patel,17700000,7912733203.0,jaanvi patel,512,86700.0,1400000.0,1000000.0,16600000.0
499,500,tanboy kun,17700000,3647267655.0,tanboy kun,739,12000.0,192700.0,144500.0,2300000.0
500,501,Lil Pump,17700000,4196061192.0,Lil Pump,60,0.0,0.0,0.0,0.0
501,502,Porta dos Fundos,17700000,7739048000.0,Porta dos Fundos,2240,8800.0,141300.0,106000.0,1700000.0
502,503,News 24,17700000,8396875537.0,24 ï¿½ï¿½ï¿½ï,211620,92700.0,1500000.0,1100000.0,17800000.0
503,504,Les' Copaque Production,17700000,9059696049.0,Les' Copaque Production,1716,29400.0,470900.0,353200.0,5700000.0
504,505,El Payaso Plim Plim,17700000,17247584185.0,El Payaso Plim Plim,1316,160000.0,2600000.0,1900000.0,30700000.0
505,506,zbing z.,17600000,9269174070.0,zbing z.,3151,13800.0,220500.0,165400.0,2600000.0
506,507,MissaSinfonia,17600000,2274007523.0,MissaSinfonia,233,6900.0,109800.0,82300.0,1300000.0
507,508,ýýýýýýýýý Liziqi,17600000,2977741577.0,ýýýýýýýýý Liziqi,128,5600.0,89400.0,67100.0,1100000.0
508,509,The Game Theorists,17600000,3752347262.0,TheGameTheorists,0,0.0,0.0,0.0,0.0
509,510,DeGoBooM,17600000,6306204566.0,DeGoBooM,4702,25100.0,400900.0,300600.0,4800000.0
510,511,JFlaMusic,17600000,3802280098.0,JFlaMusic,326,2800.0,44400.0,33300.0,532700.0
511,512,FactTechz,17500000,2238134438.0,FactTechz,709,5300.0,84200.0,63200.0,1000000.0
512,513,News18 India,17500000,7263619576.0,News18 India,182742,98500.0,1600000.0,1200000.0,18900000.0
513,514,Fun For Kids TV - Hindi Rhymes,17500000,7612385622.0,Fun For Kids TV - Hindi Rhymes,149,27500.0,439400.0,329500.0,5300000.0
514,515,IGN,17500000,16107116549.0,IGN,156215,24600.0,393400.0,295000.0,4700000.0
515,516,Aphmau,17400000,17763586483.0,Aphmau,4411,110000.0,1800000.0,1300000.0,21100000.0
516,517,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,17400000,13043561912.0,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,118448,59000.0,944000.0,708000.0,11300000.0
517,518,ýýýýýýýýýýýýýýýý - Al-Remas,17400000,11144195464.0,ýýýýýýýýýýýýýýýý - Al-Remas,2133,28300.0,452000.0,339000.0,5400000.0
518,519,Koray Zeynep,17400000,16560557488.0,Koray Zeynep,2078,106600.0,1700000.0,1300000.0,20500000.0
519,520,Apple,17300000,1026425106.0,Apple,180,11600.0,185900.0,139500.0,2200000.0
520,521,Stubborn Facts,17300000,902225615.0,Stubborn Facts,287,209.0,3400.0,2500.0,40200.0
521,522,Taarak Mehta Ka Ooltah Chashmah,17300000,11371738047.0,Taarak Mehta Ka Ooltah Chashmah,4778,83000.0,1300000.0,995800.0,15900000.0
522,523,HowToBasic,17300000,3684816159.0,HowToBasic,582,3900.0,62100.0,46600.0,745200.0
523,524,PopularMMOs,17200000,14573155899.0,PopularMMOs,4685,3800.0,61200.0,45900.0,734200.0
524,525,Marques Brownlee,17200000,3606912471.0,Marques Brownlee,1567,13100.0,209300.0,157000.0,2500000.0
525,526,Anitta,17200000,7337212581.0,Anitta,138,18200.0,290700.0,218100.0,3500000.0
526,527,Jason Vlogs,17200000,8903647480.0,Jason Oo,83,0.01,0.1,0.08,1.0
527,528,El Reino a Jugar,17200000,11445492404.0,El Reino a Jugar,1007,20900.0,334800.0,251100.0,4000000.0
528,529,Willyrex,17200000,5024088947.0,Willyrex,7550,3900.0,61600.0,46200.0,739500.0
529,530,TheBrianMaps,17100000,4448334716.0,TheBrianMaps,498,9300.0,148700.0,111500.0,1800000.0
530,531,TRANS TV Official,17100000,9710962528.0,TRANS TV Official,148225,11500.0,183200.0,137400.0,2200000.0
531,532,Liza Koshy,17100000,2173106162.0,Liza Koshy,142,440.0,7000.0,5300.0,84500.0
532,533,Queen Official,17000000,10847948832.0,Queen Official,1015,23400.0,375100.0,281300.0,4500000.0
533,534,Prajapati News,17000000,1001465469.0,Prajapati News,1407,1900.0,30500.0,22900.0,366100.0
534,535,Gaby and Alex,17000000,8229883114.0,gabyandalex,1,0.0,0.0,0.0,0.0
535,536,LuisFonsiVEVO,17000000,14543594822.0,LuisFonsiVEVO,97,12500.0,199300.0,149500.0,2400000.0
536,537,Pop Chartbusters,16900000,8684010451.0,Pop Chartbusters,2235,18200.0,291600.0,218700.0,3500000.0
537,538,Guava Juice,16900000,9111000228.0,Guava Juice,1910,2700.0,43600.0,32700.0,522600.0
538,539,EeOneGuy,16900000,3827906874.0,EeOneGuy,366,409.0,6500.0,4900.0,78500.0
539,540,VICE,16900000,4609753237.0,VICE,3900,9100.0,145400.0,109100.0,1700000.0
540,541,Aayu and Pihu Show,16900000,9270331567.0,Aayu and Pihu Show,441,22400.0,359100.0,269300.0,4300000.0
541,542,Danny Fitt,16900000,9544277833.0,Danny Fitt,2337,68800.0,1100000.0,825800.0,13200000.0
542,543,Bispo Bruno Leonardo,16900000,3523578665.0,Bispo Bruno Leonardo,4891,37400.0,598200.0,448600.0,7200000.0
543,544,DeToxoMoroxo,16800000,2315962318.0,de toxomoroxo,1,0.0,0.0,0.0,0.0
544,545,Doggy Doggy Cartoons,16800000,6518418501.0,Doggy Doggy Cartoons,0,0.0,0.0,0.0,0.0
545,546,deepesh zo,16800000,7206462713.0,deepesh zo,41,0.0,0.0,0.0,0.05
546,547,Like Nastya IDN,16800000,7195314800.0,Like Nastya IDN,502,10700.0,171300.0,128500.0,2100000.0
547,548,Gato Galactico | GALï¿½ï¿,16800000,3693798804.0,Gato Galactico | GALï¿½ï¿,1491,11000.0,176500.0,132400.0,2100000.0
548,549,Salman Noman,16700000,10393037902.0,salman Noman,3,0.0,0.03,0.02,0.34
549,550,CoryxKenshin,16700000,7102965621.0,CoryxKenshin,1693,26300.0,420500.0,315300.0,5000000.0
550,551,With Kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,8826138204.0,With Kids[ï¿½ï¿½ï¿½ï¿½ï,920,11400.0,182800.0,137100.0,2200000.0
551,552,Travis Scott,16700000,7979736581.0,Travis Scott,13,9.0,150.0,113.0,1800.0
552,553,Tu COSMOPOLIS,16700000,5089284369.0,Tu COSMOPOLIS,8741,4000.0,64600.0,48400.0,774700.0
553,554,Ivana Alawi,16600000,1318442641.0,Ivana Alawi,180,3800.0,60300.0,45200.0,723800.0
554,555,Werever2morro,16600000,2798273962.0,werever2morro,0,0.0,0.0,0.0,0.0
555,556,IDEAS EN 5 MINUTOS,16600000,3696973456.0,Ideas En 5 Minutos,216,16.0,262.0,196.0,3100.0
556,557,NMF News,16600000,7435180827.0,NMF News,112261,14800.0,236800.0,177600.0,2800000.0
557,558,SriBalajiMovies,16600000,9439857193.0,SriBalajiMovies,20102,38500.0,616200.0,462100.0,7400000.0
558,559,Lahari Music - TSeries,16600000,11946217860.0,Lahari Music - TSeries,8976,22300.0,356000.0,267000.0,4300000.0
559,560,Younes Zarou,16600000,15278668857.0,Younes Zarou,2200,154300.0,2500000.0,1900000.0,29600000.0
560,561,Jordan Matter,16600000,5819508534.0,Jordan Matter,413,49800.0,796100.0,597100.0,9600000.0
561,562,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,16500000,2440934034.0,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,421,5500.0,87800.0,65900.0,1100000.0
562,563,FailArmy,16500000,3037260680.0,FailArmy,438,28200.0,451900.0,339000.0,5400000.0
563,564,BBC News Hindi,16500000,7043235131.0,BBC News Hindi,21243,32800.0,524800.0,393600.0,6300000.0
564,565,FunFun Toy Doll TV,16500000,7406207930.0,FunFun Toy Doll TV,735,6100.0,97500.0,73100.0,1200000.0
565,566,Sandra Cires Art,16400000,3955426159.0,Sandra Cires Art,1091,4500.0,72100.0,54100.0,865300.0
566,567,Kaykai Salaider,16400000,4434679706.0,Kaykai Salaider,428,2300.0,37400.0,28000.0,448400.0
567,568,UFC - Ultimate Fighting Championship,16400000,7135820721.0,UFC - Ultimate Fighting Championship,14662,33300.0,532800.0,399600.0,6400000.0
568,569,Ch7HD,16400000,9463244435.0,Ch7HD,56203,21900.0,351000.0,263300.0,4200000.0
569,570,RCTI - LAYAR DRAMA INDONESIA,16400000,13478392540.0,RCTI - LAYAR DRAMA INDONESIA,1,0.0,0.0,0.0,0.0
570,571,Alfredo Larin,16400000,14431830557.0,Alfredo Larin,1,0.0,0.0,0.0,0.05
571,572,GMMTV OFFICIALï¿½ï¿½,16400000,12844432341.0,GMMTV OFFICIALï¿½ï¿½,23952,45300.0,725500.0,544100.0,8700000.0
572,573,Matt Stonie,16300000,3527627264.0,MattStonie,54,7.0,119.0,89.0,1400.0
573,574,Boyce Avenue,16300000,6578828147.0,Boyce Avenue,490,7200.0,115100.0,86400.0,1400000.0
574,575,Camila Cabello,16300000,6613422635.0,Camila Cabello,80,10700.0,170800.0,128100.0,2000000.0
575,576,Little Mix,16300000,7520242626.0,Little Mix,278,9700.0,154400.0,115800.0,1900000.0
576,577,SAM SMITH,16300000,10170264839.0,SAM SMITH,230,21400.0,343100.0,257300.0,4100000.0
577,578,Pitbull,16300000,12475714382.0,Pitbull,352,22000.0,352000.0,264000.0,4200000.0
578,579,Bollywood Classics,16300000,7141825267.0,Bollywood Classics,1444,37900.0,605900.0,454400.0,7300000.0
579,580,Technoblade,16300000,1656452554.0,Technoblade,989,4500.0,71800.0,53800.0,861300.0
580,581,W2S,16300000,4768370464.0,W2S,652,770.0,12300.0,9200.0,147800.0
581,582,Jennifer Lopez,16200000,10227242833.0,Jennifer Lopez,258,15900.0,253800.0,190300.0,3000000.0
582,583,Kids Play,16200000,8091706232.0,Kids Play,593,6500.0,103600.0,77700.0,1200000.0
583,584,T3ddy,16200000,2990185467.0,T3ddy,1930,8300.0,132100.0,99000.0,1600000.0
584,585,JJ Olatunji,16200000,4076692623.0,JJ Olatunji,1294,7000.0,111200.0,83400.0,1300000.0
585,586,POPS Kids,16200000,9763592867.0,POPS Kids,3943,64200.0,1000000.0,770200.0,12300000.0
586,587,Thairath Online,16200000,14563841315.0,Thairath Online,244899,56200.0,899000.0,674300.0,10800000.0
587,588,LEGO,16200000,20522339099.0,LEGO,31889,29300.0,468800.0,351600.0,5600000.0
588,589,XO TEAM,16200000,14784781923.0,XO TEAM Family,189,9.0,152.0,114.0,1800.0
589,590,AdMe,16200000,4488680903.0,Aday Cï¿½ï¿½ï¿½ï¿½ï,10,0.0,0.02,0.01,0.19
590,591,ExtraPolinesios,16200000,4813127504.0,Extra polinesios,2,0.13,2.0,2.0,24.0
591,592,Dyland PROS,16100000,1517638132.0,Dyland PROS,2805,2400.0,38500.0,28900.0,461700.0
592,593,Live,16100000,0.0,Live,0,0.0,0.0,0.0,0.0
593,594,Vlad and Niki ARA,16100000,7399296005.0,Vlad and Niki ARA,510,8000.0,128000.0,96000.0,1500000.0
594,595,Canal IN,16100000,2687443643.0,Canal IN,723,3500.0,55200.0,41400.0,662500.0
595,596,TWICE,16100000,5055576881.0,TWICE,1123,24700.0,394900.0,296200.0,4700000.0
596,597,Daily Dose Of Internet,16100000,6872702790.0,Daily Dose Of Internet,671,100000.0,1600000.0,1200000.0,19200000.0
597,598,FitDance,16100000,7126210721.0,Fitdance Academy,41,0.2,3.0,2.0,37.0
598,599,Panda Shorts,16100000,7155736006.0,Panda Shorts,667,119600.0,1900000.0,1400000.0,23000000.0
599,600,Disney Junior,16100000,15812009296.0,Disney Junior,4045,66800.0,1100000.0,801400.0,12800000.0
600,601,La Rosa de Guadalupe,16100000,9642146451.0,larosadeguadalupe,0,0.0,0.0,0.0,0.0
601,602,sagar kalra (Shorts),16000000,6543629679.0,sagar kalra (Shorts),453,18500.0,296200.0,222200.0,3600000.0
602,603,wifistudy,16000000,3018032423.0,wifistudy by Unacademy,52144,3600.0,57100.0,42900.0,685800.0
603,604,Antrax,16000000,3029872908.0,Antrax,687,1200.0,18800.0,14100.0,225500.0
604,605,Enes Batur,16000000,9786595271.0,enesbatur,0,0.0,0.0,0.0,0.0
605,606,Totoy kids - Espaï¿½ï,16000000,5997599089.0,Totoy kids - Espaï¿½ï,344,28100.0,449600.0,337200.0,5400000.0
606,607,ýýýýýýýýýý,15900000,1845329502.0,Kung Fu Padla,0,0.0,0.0,0.0,0.0
607,608,DopeLyrics,15900000,9962188084.0,DopeLyrics,2035,2500.0,39700.0,29700.0,475900.0
608,609,jeffreestar,15900000,2609358468.0,jeffreestar,433,502.0,8000.0,6000.0,96300.0
609,610,Lyna,15900000,6534326412.0,Lyna,4906,16000.0,256300.0,192300.0,3100000.0
610,611,MK MUSIC,15900000,9198986881.0,MK MUSIC,5105,34100.0,545600.0,409200.0,6500000.0
611,612,Unspeakable,15900000,9052367553.0,Unspeakable,796,41200.0,659600.0,494700.0,7900000.0
612,613,Camilo,15900000,6802382479.0,Camilo,132,15000.0,239600.0,179700.0,2900000.0
613,614,Dear Sir,15800000,1349288771.0,Dear Sir,633,6000.0,96200.0,72200.0,1200000.0
614,615,Narendra Modi,15800000,3392918989.0,Narendra Modi,20679,46500.0,743900.0,557900.0,8900000.0
615,616,Arif muhammad,15800000,4122634467.0,Arif muhammad,542,18000.0,287500.0,215600.0,3400000.0
616,617,Rotten Tomatoes Trailers,15800000,13116313599.0,Rotten Tomatoes Trailers,10441,6400.0,103000.0,77200.0,1200000.0
617,618,Volga Video,15700000,9787697838.0,Volga Video,16874,12800.0,205300.0,153900.0,2500000.0
618,619,DM - Desi Melodies,15700000,5914071870.0,DM - Desi Melodies,79,35500.0,567400.0,425500.0,6800000.0
619,620,MY FAMILY,15700000,6153495609.0,My Family,150,235.0,3800.0,2800.0,45100.0
620,621,Team Films Bhojpuri,15700000,6626563508.0,Team Films Bhojpuri,19703,7700.0,123000.0,92200.0,1500000.0
621,622,Zee Music Classic,15700000,5558051295.0,Zee Music Classic,1640,21600.0,345800.0,259300.0,4100000.0
622,623,Prime Video India,15700000,8696631898.0,Prime Video India,7090,83800.0,1300000.0,1000000.0,16100000.0
623,624,Caeli YT,15600000,1511794214.0,Caeli YT,483,0.0,0.0,0.0,0.0
624,625,Kuplinov ï¿½ï¿½ï¿,15600000,6862529416.0,Kuplinov ï¿½ï¿½ï¿,6623,24700.0,394600.0,296000.0,4700000.0
625,626,Linus Tech Tips,15600000,7172386509.0,Linus Tech Tips,6542,22100.0,352900.0,264700.0,4200000.0
626,627,Juliana Baltar,15600000,3869457097.0,Juliana Baltar,2019,14100.0,224900.0,168700.0,2700000.0
627,628,5-Minute Crafts FAMILY,15600000,6165757696.0,5-Minute Crafts FAMILY,4245,6800.0,109500.0,82100.0,1300000.0
628,629,Blippi Espaï¿½ï,15500000,8984089026.0,Blippi Espaï¿½ï,598,22500.0,360000.0,270000.0,4300000.0
629,630,Super Senya,15500000,5070970714.0,Super Senya,0,0.0,0.0,0.0,0.0
630,631,Katakit Baby TV,15500000,6386271870.0,Katakit Baby TV,220,22700.0,363700.0,272700.0,4400000.0
631,632,Infobells Bangla,15500000,7776706184.0,Infobells Bangla,359,42000.0,671600.0,503700.0,8100000.0
632,633,ýýýýýýýý ýý ýýýýýýýý,15500000,8265129639.0,ýýýýýýýý ýý ýýýýýýýý,1021,33800.0,540100.0,405100.0,6500000.0
633,634,Henrique e Juliano,15500000,14619523361.0,Henrique e Juliano,325,40900.0,654700.0,491000.0,7900000.0
634,635,Mr DegrEE,15500000,12880388253.0,MrDegree,0,0.0,0.0,0.0,0.0
635,636,Kashvi Adlakha,15500000,12714141740.0,Kashvi Adlakha,1525,34800.0,556500.0,417400.0,6700000.0
636,637,Talking Tom & Friends,15500000,6396049701.0,Talking Tom & Friends,417,6800.0,109500.0,82100.0,1300000.0
637,638,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,15500000,4499826716.0,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,5183,8200.0,131700.0,98700.0,1600000.0
638,639,Harsh Beniwal,15400000,1781226000.0,Harsh Beniwal,165,7000.0,111900.0,83900.0,1300000.0
639,640,FFUNTV,15400000,11513738907.0,FFUNTV,379,20000.0,320700.0,240500.0,3800000.0
640,641,Mobile Legends: Bang Bang,15400000,1543608082.0,Mobile Legends: Bang Bang,1647,13800.0,221500.0,166100.0,2700000.0
641,642,Roman Atwood Vlogs,15400000,5469103954.0,Roman Atwood Vlogs,1756,396.0,6300.0,4700.0,76000.0
642,643,Mrwhosetheboss,15400000,3736069980.0,Mrwhosetheboss,1577,41900.0,670800.0,503100.0,8000000.0
643,644,Genierock,15400000,14564170905.0,Genierock,1725,20700.0,331200.0,248400.0,4000000.0
644,645,zayn,15400000,4909687948.0,zayn,21,9200.0,147200.0,110400.0,1800000.0
645,646,Kerajinan 5-Menit,15400000,4750420071.0,Kerajinan 5-Menit,4186,4900.0,79000.0,59200.0,947500.0
646,647,FC Barcelona,15300000,2656528205.0,FC Barcelona,10988,21200.0,339500.0,254600.0,4100000.0
647,648,Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606.0,Dave and Ava - Nursery Rhymes and Baby Songs,851,19300.0,308200.0,231200.0,3700000.0
648,649,LOKESH GAMER,15300000,1640078055.0,LOKESH GAMER,1397,1500.0,23700.0,17800.0,284200.0
649,650,ILYA BORZOV,15300000,9938811455.0,ILYA BORZOV,2175,118900.0,1900000.0,1400000.0,22800000.0
650,651,Mazhavil Manorama,15300000,16545966132.0,Mazhavil Manorama,87864,90400.0,1400000.0,1100000.0,17400000.0
651,652,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15200000,857725714.0,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,194,16300.0,261500.0,196100.0,3100000.0
652,653,The MriDul,15200000,4503880875.0,The MriDul,106,24600.0,393300.0,295000.0,4700000.0
653,654,Niana Guerrero,15200000,1491452935.0,Niana Guerrero,443,2500.0,39900.0,29900.0,479000.0
654,655,SRK MUSIC,15200000,6391679636.0,SRK MUSIC,5056,14500.0,231200.0,173400.0,2800000.0
655,656,Sony LIV,15200000,7151683497.0,Sony LIV,11099,52700.0,843600.0,632700.0,10100000.0
656,657,T-Series Hamaar Bhojpuri,15200000,7564652648.0,T-Series Hamaar Bhojpuri,9862,26500.0,423900.0,317900.0,5100000.0
657,658,Oyuncak Avï¿,15200000,8333387785.0,Oyuncak Avï¿,654,1100.0,17700.0,13300.0,212500.0
658,659,CNN,15200000,14198154095.0,CNN,160405,46800.0,748000.0,561000.0,9000000.0
659,660,NDTV India,15200000,6624168155.0,NDTV India,91704,12400.0,198600.0,149000.0,2400000.0
660,661,It's Mamix,15100000,1777072487.0,It's Mamix,210,4000.0,63900.0,48000.0,767200.0
661,662,Kim Loaiza,15100000,1576633086.0,Kim Loaiza,18,6500.0,104200.0,78200.0,1300000.0
662,663,Daftar Populer,15100000,2143140898.0,Daftar Populer,3810,4300.0,68900.0,51700.0,827100.0
663,664,Musas,15100000,2400037562.0,Jordi Sala,159,0.02,0.34,0.26,4.0
664,665,Ranz Kyle,15100000,1760131384.0,Ranz Kyle,533,3100.0,49500.0,37100.0,594000.0
665,666,PowerfulJRE,15100000,3060202847.0,PowerfulJRE,1037,10900.0,173600.0,130200.0,2100000.0
666,667,Mariale,15100000,2761547758.0,Mariale,2618,3000.0,47800.0,35900.0,573900.0
667,668,Makiman131,15100000,4236036141.0,Makiman131,2997,1500.0,23900.0,17900.0,286600.0
668,669,Hongyu ASMR ï¿½ï¿½,15100000,4967784343.0,Hongyu ASMR ï¿½ï¿½ï,1,0.0,0.0,0.0,0.0
669,670,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15100000,5324913850.0,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,753,11500.0,184200.0,138200.0,2200000.0
670,671,EdisonPts,15100000,6668507856.0,EdisonPts,3733,23900.0,382400.0,286800.0,4600000.0
671,672,BIGBANG,15100000,7857371770.0,BIGBANG,776,10200.0,163200.0,122400.0,2000000.0
672,673,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15100000,9477021288.0,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,921,128100.0,2000000.0,1500000.0,24600000.0
673,674,ABS-CBN News,15100000,10489367372.0,ABS-CBN News,209520,45400.0,726600.0,544900.0,8700000.0
674,675,Chapitosiki,15100000,13897932103.0,Chapitosiki,2717,178400.0,2900000.0,2100000.0,34200000.0
675,676,AdeleVEVO,15100000,12413869881.0,AdeleVEVO,52,21200.0,339000.0,254300.0,4100000.0
676,677,MoreAliA,15000000,4352427049.0,MoreAliA,2324,62700.0,1000000.0,753000.0,12000000.0
677,678,Chetan Monga Vlogs,15000000,9924103188.0,Chetan Monga Vlogs,899,28400.0,454300.0,340700.0,5500000.0
678,679,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15000000,8897705695.0,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,795,36400.0,581900.0,436400.0,7000000.0
679,680,League of Legends,15000000,7159750970.0,League of Legends,1362,10800.0,172500.0,129400.0,2100000.0
680,681,TheRichest,15000000,2730879024.0,Therichest,0,0.0,0.0,0.0,0.0
681,682,XpressTV,15000000,4008801873.0,XpressTV,724,8500.0,135500.0,101600.0,1600000.0
682,683,PlayStation,15000000,4741434420.0,PlayStation,20292,10400.0,167200.0,125400.0,2000000.0
683,684,Kwebbelkop,15000000,6889304306.0,Kwebbelkop,5198,7400.0,118900.0,89200.0,1400000.0
684,685,Republic Bharat,15000000,7536093065.0,Gyani Beast,206,0.25,4.0,3.0,48.0
685,686,THE BROWN SIBLINGS,15000000,8658553456.0,THE BROWN SIBLINGS,965,25600.0,409400.0,307100.0,4900000.0
686,687,Sony Music South,15000000,9978734160.0,Sony Music South,2726,60500.0,968700.0,726600.0,11600000.0
687,688,BigSchool,15000000,9996133066.0,Big School,68,0.0,0.0,0.0,0.0
688,689,Ray William Johnson,15000000,10239836582.0,Ray William Johnson,1803,78200.0,1300000.0,938600.0,15000000.0
689,690,KOMPASTV,15000000,11827310821.0,KOMPASTV,269050,28300.0,452300.0,339200.0,5400000.0
690,691,ISSEI / ï¿½ï¿½ï¿½ï¿½,15000000,13562853889.0,ISSEI / ï¿½ï¿½ï¿½ï¿½,1788,70600.0,1100000.0,847100.0,13600000.0
691,692,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15000000,11506702632.0,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,340,45700.0,731500.0,548600.0,8800000.0
692,693,A2 Motivation by Arvind Arora,15000000,8932038210.0,A2 Motivation by Arvind Arora,3168,32700.0,522900.0,392200.0,6300000.0
693,694,50 Cent,14900000,10069000444.0,50 Cent,419,30000.0,479200.0,359400.0,5800000.0
694,695,MNCTV OFFICIAL,14900000,8074260978.0,MNCTV OFFICIAL,66362,10900.0,174300.0,130700.0,2100000.0
695,696,ERB,14900000,4033400167.0,ERB,86,2800.0,44200.0,33100.0,530100.0
696,697,melanie martinez,14900000,4395184343.0,melanie martinez,127,14100.0,225400.0,169100.0,2700000.0
697,698,iTownGamePlay *Terror&Diversiï¿½ï,14900000,4977284539.0,iTownGamePlay *Terror&Diversiï¿½ï,8420,3500.0,55400.0,41600.0,665200.0
698,699,ýýýýýýýýýýýý8 : Thai Ch8,14900000,5549770244.0,ýýýýýýýýýýýý8 : Thai Ch8,27944,12400.0,198200.0,148700.0,2400000.0
699,700,ZutiGang,14900000,15913320995.0,ZutiGang,1363,86700.0,1400000.0,1000000.0,16600000.0
700,701,ýýýýýý,14900000,439098.0,ýýýýýý,1,2.0,31.0,23.0,369.0
701,702,TazerCraft,14900000,5956193599.0,TazerCraft,4175,9900.0,159100.0,119300.0,1900000.0
702,703,Bayashi TV,14900000,8615618825.0,ýýýýýýýýýýýýýýýýýýBAYASHITV,93,0.62,10.0,7.0,119.0
703,704,Fueled By Ramen,14800000,13356517783.0,Fueled By Ramen,1210,15300.0,244800.0,183600.0,2900000.0
704,705,CrashCourse,14800000,1833519700.0,CrashCourse,1481,1800.0,28700.0,21500.0,344500.0
705,706,MattyBRaps,14800000,3587576784.0,MattyBRaps,195,5700.0,91900.0,68900.0,1100000.0
706,707,Lachlan,14800000,5269059435.0,Lachlan,3834,5300.0,84300.0,63200.0,1000000.0
707,708,ýýýýýýýý ýýýýýýýý,14800000,7018015062.0,ýýýýýýýý ýýýýýýýý,2387,11800.0,188500.0,141400.0,2300000.0
708,709,Meghan Trainor,14800000,8649303688.0,Meghan Trainor,233,12900.0,206600.0,154900.0,2500000.0
709,710,Jorge & Mateus Oficial,14800000,9076642765.0,Jorge & Mateus Oficial,318,22000.0,352500.0,264400.0,4200000.0
710,711,Major Lazer Official,14800000,9383431376.0,MajorLazerOfficial,0,0.0,0.0,0.0,0.0
711,712,Beast Philanthropy,14800000,272678287.0,Beast Philanthropy,34,9.0,152.0,114.0,1800.0
712,713,Filaretiki,14800000,15788208522.0,Filaretiki,2222,300800.0,4800000.0,3600000.0,57800000.0
713,714,5-Minute Crafts Recycle,14800000,8866012877.0,5-Minute Crafts Recycle,3867,13300.0,212700.0,159500.0,2600000.0
